Specimen,Subset,Statistic,Count,Total_Cells
Specimen_001_CP49 PBA26 NP4 GFP.fcs,Specimen_001_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells,64.8,11148.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",92.4,10300.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,Mean : Comp-FITC-A = 1547.293945312,1547.0,,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",51.8,5331.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",54.1,10830.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.88,376.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",7.83,1566.0,20000
Specimen_001_CP49 PBA26 NP4 GFP.fcs,"Specimen_001_CP49 PBA26 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",36.1,7228.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,Specimen_001_CP49 PBA26 NP6 GFP.fcs/Comp-Pacific Blue-A subset,84.1,16825.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,Specimen_001_CP49 PBA26 NP6 GFP.fcs/Lymphocytes,81.2,16238.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,Specimen_001_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells,64.3,10434.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",88.8,9265.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,Mean : Comp-FITC-A = 1383.424194336,1383.0,,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",49.8,4613.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",51.0,10191.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.94,388.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",13.5,2704.0,20000
Specimen_001_CP49 PBA26 NP6 GFP.fcs,"Specimen_001_CP49 PBA26 NP6 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",33.6,6717.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Comp-Pacific Blue-A subset,83.7,16737.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Lymphocytes,81.2,16245.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Lymphocytes/Single Cells,65.4,10621.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",88.4,9392.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,Mean : Comp-FITC-A = 1295.28527832,1295.0,,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",48.5,4554.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",48.7,9740.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.82,365.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",14.1,2824.0,20000
Specimen_001_CP49 PBA26 NP6 GFP1.fcs,"Specimen_001_CP49 PBA26 NP6 GFP1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",35.4,7071.0,20000
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Comp-Pacific Blue-A subset,62.8,7574.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Lymphocytes,56.2,6787.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Lymphocytes/Single Cells,76.7,5206.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",69.2,3600.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,Mean : Comp-FITC-A = 208.973907471,209.0,,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",7.0,252.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",8.98,1083.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.69,325.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",33.9,4086.0,12066
Specimen_001_CP49 PBA26 NP10 GFP-1.fcs,"Specimen_001_CP49 PBA26 NP10 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",54.5,6572.0,12066
Specimen_001_CP49 PBA26 NP10 GFP.fcs,Specimen_001_CP49 PBA26 NP10 GFP.fcs/Comp-Pacific Blue-A subset,64.6,12911.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,Specimen_001_CP49 PBA26 NP10 GFP.fcs/Lymphocytes,61.1,12218.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,Specimen_001_CP49 PBA26 NP10 GFP.fcs/Lymphocytes/Single Cells,72.6,8874.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",71.4,6340.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,Mean : Comp-FITC-A = 228.168884277,228.0,,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",7.6,482.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",12.1,2423.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.42,684.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",31.3,6261.0,20000
Specimen_001_CP49 PBA26 NP10 GFP.fcs,"Specimen_001_CP49 PBA26 NP10 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",53.2,10632.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Comp-Pacific Blue-A subset,89.1,17826.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Lymphocytes,82.5,16501.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Lymphocytes/Single Cells,63.7,10512.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",91.8,9655.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,Mean : Comp-FITC-A = 3097.112792969,3097.0,,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.2,8612.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",75.1,15027.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.42,684.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",6.91,1381.0,20000
Specimen_001_CP49PBA10 NP4 GFP-1.fcs,"Specimen_001_CP49PBA10 NP4 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",14.5,2908.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,Specimen_001_CP49PBA10 NP4 GFP.fcs/Comp-Pacific Blue-A subset,89.9,17982.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,Specimen_001_CP49PBA10 NP4 GFP.fcs/Lymphocytes,82.1,16414.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,Specimen_001_CP49PBA10 NP4 GFP.fcs/Lymphocytes/Single Cells,62.7,10298.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",92.1,9483.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,Mean : Comp-FITC-A = 3087.766845703,3088.0,,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.1,8447.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",75.8,15155.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.28,656.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",6.37,1273.0,20000
Specimen_001_CP49PBA10 NP4 GFP.fcs,"Specimen_001_CP49PBA10 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",14.6,2916.0,20000
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Comp-Pacific Blue-A subset,86.1,17229.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Lymphocytes,84.8,16972.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Lymphocytes/Single Cells,67.5,11455.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",88.6,10147.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,Mean : Comp-FITC-A = 2427.225830078,2427.0,,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",78.4,7954.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",68.7,13753.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.63,527.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.9,2177.0,20005
Specimen_001_CP49PBA10 NP6 GFP-1.fcs,"Specimen_001_CP49PBA10 NP6 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",17.7,3548.0,20005
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Comp-Pacific Blue-A subset,87.2,17436.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Lymphocytes,85.1,17013.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Lymphocytes/Single Cells,64.3,10933.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",88.9,9724.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,Mean : Comp-FITC-A = 2461.652099609,2462.0,,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",78.5,7636.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",70.8,14166.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.89,578.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",9.59,1917.0,20000
Specimen_001_CP49PBA10 NP6 GFP_0011.fcs,"Specimen_001_CP49PBA10 NP6 GFP_0011.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.7,3339.0,20000
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Comp-Pacific Blue-A subset,54.3,4915.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Lymphocytes,42.2,3822.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Lymphocytes/Single Cells,80.2,3065.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",52.8,1619.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,Mean : Comp-FITC-A = 185.771636963,186.0,,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",5.37,87.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",4.99,451.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.47,314.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",41.5,3755.0,9047
Specimen_001_CP49PBA10 NP10 GFP-1.fcs,"Specimen_001_CP49PBA10 NP10 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",50.0,4527.0,9047
Specimen_001_CP49PBA10 NP10 GFP.fcs,Specimen_001_CP49PBA10 NP10 GFP.fcs/Comp-Pacific Blue-A subset,54.1,10824.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,Specimen_001_CP49PBA10 NP10 GFP.fcs/Lymphocytes,50.3,10070.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,Specimen_001_CP49PBA10 NP10 GFP.fcs/Lymphocytes/Single Cells,76.1,7665.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",55.4,4249.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,Mean : Comp-FITC-A = 199.942047119,200.0,,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",6.28,267.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",7.72,1544.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",3.82,763.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",41.5,8294.0,20000
Specimen_001_CP49PBA10 NP10 GFP.fcs,"Specimen_001_CP49PBA10 NP10 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",47.0,9399.0,20000
Specimen_001_L3k GFP.fcs,Specimen_001_L3k GFP.fcs/Comp-Pacific Blue-A subset,86.6,17328.0,20000
Specimen_001_L3k GFP.fcs,Specimen_001_L3k GFP.fcs/Lymphocytes,41.0,8199.0,20000
Specimen_001_L3k GFP.fcs,Specimen_001_L3k GFP.fcs/Lymphocytes/Single Cells,84.4,6921.0,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",77.1,5336.0,20000
Specimen_001_L3k GFP.fcs,Mean : Comp-FITC-A = 179.670150757,180.0,,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",5.85,312.0,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",6.69,1338.0,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",2.38,477.0,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.1,2029.0,20000
Specimen_001_L3k GFP.fcs,"Specimen_001_L3k GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",80.8,16156.0,20000
Specimen_001_L3k GFP_001.fcs,Specimen_001_L3k GFP_001.fcs/Comp-Pacific Blue-A subset,87.7,17543.0,20004
Specimen_001_L3k GFP_001.fcs,Specimen_001_L3k GFP_001.fcs/Lymphocytes,37.8,7559.0,20004
Specimen_001_L3k GFP_001.fcs,Specimen_001_L3k GFP_001.fcs/Lymphocytes/Single Cells,87.3,6596.0,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",76.5,5045.0,20004
Specimen_001_L3k GFP_001.fcs,Mean : Comp-FITC-A = 186.670059204,187.0,,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",6.09,307.0,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",5.29,1058.0,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.98,397.0,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",9.63,1927.0,20004
Specimen_001_L3k GFP_001.fcs,"Specimen_001_L3k GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",83.1,16622.0,20004
Specimen_001_WT-1_001.fcs,Specimen_001_WT-1_001.fcs/Comp-Pacific Blue-A subset,94.5,18908.0,20000
Specimen_001_WT-1_001.fcs,Specimen_001_WT-1_001.fcs/Lymphocytes,85.2,17031.0,20000
Specimen_001_WT-1_001.fcs,Specimen_001_WT-1_001.fcs/Lymphocytes/Single Cells,62.5,10636.0,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",95.0,10106.0,20000
Specimen_001_WT-1_001.fcs,Mean : Comp-FITC-A = 3180.629882812,3181.0,,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.2,9012.0,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",77.3,15461.0,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.21,242.0,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",4.04,808.0,20000
Specimen_001_WT-1_001.fcs,"Specimen_001_WT-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",17.4,3489.0,20000
Specimen_001_WT.fcs,Specimen_001_WT.fcs/Comp-Pacific Blue-A subset,94.9,18974.0,20000
Specimen_001_WT.fcs,Specimen_001_WT.fcs/Lymphocytes,85.4,17087.0,20000
Specimen_001_WT.fcs,Specimen_001_WT.fcs/Lymphocytes/Single Cells,60.9,10401.0,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",95.3,9914.0,20000
Specimen_001_WT.fcs,Mean : Comp-FITC-A = 3237.620849609,3238.0,,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.6,8882.0,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",78.2,15647.0,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.04,209.0,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",3.88,776.0,20000
Specimen_001_WT.fcs,"Specimen_001_WT.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",16.8,3368.0,20000
Specimen_001_30 percent.fcs,Specimen_001_30 percent.fcs/Comp-Pacific Blue-A subset,87.1,17414.0,20000
Specimen_001_30 percent.fcs,Specimen_001_30 percent.fcs/Lymphocytes,84.4,16876.0,20000
Specimen_001_30 percent.fcs,Specimen_001_30 percent.fcs/Lymphocytes/Single Cells,51.4,8666.0,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",89.3,7736.0,20000
Specimen_001_30 percent.fcs,Mean : Comp-FITC-A = 3547.834960938,3548.0,,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.9,6956.0,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",75.3,15061.0,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",5.63,1126.0,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",5.9,1179.0,20000
Specimen_001_30 percent.fcs,"Specimen_001_30 percent.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",13.2,2634.0,20000
Specimen_003_CP49 PBA26 NP4 GFP.fcs,Specimen_003_CP49 PBA26 NP4 GFP.fcs/Comp-Pacific Blue-A subset,87.8,13212.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,Specimen_003_CP49 PBA26 NP4 GFP.fcs/Lymphocytes,35.3,5316.0,15050
Specimen_003_CP49 PBA26 NP4 GFP.fcs,Specimen_003_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells,80.2,4265.0,15050
